Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2023-03-28 11:31 (EST),On Demand,Aditi Shah,15,Meditation,Mindfulness,15 min Morning Meditation,2023-03-20 07:25 (EST),,,,,,,,78.65,,
2023-03-30 10:39 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2023-02-15 03:00 (-04),98,163,41%,94,19.69,3.28,115,121.62,,
2023-03-30 10:50 (-04),On Demand,Jess King,30,Cycling,Music,30 min EDM Trap Ride,2023-03-28 09:55 (-04),343,191,52%,76,20.83,10.42,429,139.24,,
2023-04-02 10:23 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2023-02-15 03:00 (-04),89,149,41%,93,19.00,3.17,107,116.79,,
2023-04-02 10:34 (-04),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2023-04-01 07:53 (-04),642,178,47%,85,20.39,20.39,791,131.87,,
2023-04-02 11:36 (-04),On Demand,Hannah Frankson,20,Cycling,Music,20 min 2010s Pop Ride,2023-03-29 13:25 (-04),11,91,36%,84,15.56,0.50,18,107.03,,
2023-04-04 10:11 (EST),On Demand,Kristin McGee,5,Yoga,Yoga Basics,5 min Basics: Fire Log,2022-01-05 12:00 (EST),,,,,,,25,73.73,,
2023-04-04 10:16 (EST),On Demand,Denis Morton,5,Yoga,Yoga Basics,5 min Basics: Gate Pose,2021-06-17 09:00 (EST),,,,,,,21,78.38,,
2023-04-04 10:23 (EST),On Demand,Kristin McGee,5,Yoga,Yoga Basics,5 min Basics: Warrior 1,2021-04-03 10:00 (EST),,,,,,,27,78.98,,
2023-04-04 10:28 (EST),On Demand,Mariana Fernandez,30,Yoga,Slow Flow,30 min Morning Slow Flow,2023-02-27 07:50 (EST),,,,,,,133,78.26,,
2023-04-08 10:23 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Linkin Park Warm Up Ride,2022-12-14 19:45 (-04),111,185,45%,93,20.69,3.45,128,130.27,,
2023-04-08 10:35 (-04),On Demand,Bradley Rose,20,Cycling,Music,20 min Pop Ride,2023-03-30 06:55 (-04),218,181,48%,83,20.51,6.83,282,137.85,,
2023-04-08 10:56 (-04),On Demand,Hannah Frankson,30,Cycling,Music,30 min Pharrell Williams Ride,2023-04-06 14:25 (-04),320,178,49%,81,20.35,10.18,416,136.25,,
2023-04-08 11:28 (-04),On Demand,Jess King,30,Cycling,Music,30 min EDM Ride,2023-04-06 09:53 (-04),309,172,50%,77,20.02,10.01,425,138.32,,
2023-04-08 12:02 (-04),On Demand,Leanne Hainsby,20,Cycling,Music,20 min 2000s Rock Ride,2023-04-03 01:55 (-04),189,158,46%,81,19.42,6.47,289,140.06,,
2023-04-08 12:23 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-03-30 02:00 (-04),85,141,44%,80,18.54,3.09,146,140.81,,
2023-04-10 09:47 (-04),On Demand,Alex Toussaint,10,Cycling,Warm Up,10 min AT's Ride to Greatness: Warm Up,2023-03-25 11:00 (-04),91,152,42%,91,18.95,3.16,118,123.24,,
2023-04-10 09:58 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min Dance Music Ride,2023-04-09 08:55 (-04),318,176,49%,79,20.19,10.09,433,140.09,,
2023-04-10 10:31 (-04),On Demand,Hannah Corbin,20,Cycling,Music,20 min Dance Music Ride,2023-04-07 15:25 (-04),186,155,48%,77,19.29,6.43,265,132.51,,
2023-04-10 10:52 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-03-30 02:00 (-04),80,133,44%,78,18.07,3.02,126,128.20,,
2023-04-23 10:40 (-04),On Demand,Hannah Corbin,20,Cycling,Low Impact,20 min Low Impact Ride,2023-04-23 07:55 (-04),140,117,42%,79,17.17,5.73,196,110.31,,
2023-04-24 10:05 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2023-04-23 08:54 (-04),276,153,47%,79,19.10,9.55,392,131.26,,
2023-04-25 10:23 (-04),On Demand,Cody Rigsby,10,Cycling,Warm Up,10 min Warm Up Ride,2023-04-11 11:00 (-04),92,154,44%,86,19.00,3.17,119,123.78,,
2023-04-25 10:34 (-04),On Demand,Matt Wilpers,30,Cycling,Music,30 min Pop Punk Ride,2023-04-22 09:55 (-04),317,176,51%,78,20.25,10.13,452,143.98,,
2023-04-25 11:05 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-03-30 02:00 (-04),76,126,44%,75,17.63,2.94,132,131.59,,
2023-04-27 09:53 (-04),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2023-03-09 05:00 (-04),97,162,44%,87,19.46,3.24,120,124.95,,
2023-04-27 10:04 (-04),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance EDM Ride,2023-04-26 02:00 (-04),469,174,49%,80,20.19,15.14,628,136.92,,
2023-04-27 10:50 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2023-01-03 03:00 (-04),80,134,47%,72,18.18,3.03,128,129.50,,
2023-04-30 10:31 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Linkin Park Warm Up Ride,2022-12-14 19:45 (-04),112,186,44%,94,20.75,3.45,132,132.74,,
2023-04-30 10:43 (-04),On Demand,Jess King,30,Cycling,Music,30 min EDM Ride,2023-04-29 09:56 (-04),328,182,49%,80,20.41,10.20,423,137.75,,
2023-04-30 11:14 (-04),,,5,Cycling,,5 min Lanebreak Ride,,47,156,45%,81,19.13,1.62,66,131.60,,
2023-05-05 09:55 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Linkin Park Warm Up Ride,2022-12-14 19:45 (-04),106,176,44%,92,20.34,3.39,124,127.33,,
2023-05-05 10:06 (-04),On Demand,Jess King,30,Cycling,Music,30 min EDM Ride,2023-05-04 09:55 (-04),348,194,53%,76,21.00,10.50,421,138.29,,
2023-05-05 10:38 (-04),On Demand,Sam Yo,30,Cycling,Music,30 min Star Wars Ride,2023-05-04 02:00 (-04),314,175,50%,78,20.11,10.06,411,135.29,,
2023-05-05 11:09 (-04),On Demand,Hannah Corbin,30,Cycling,Low Impact,30 min Low Impact Ride,2023-05-04 11:55 (-04),273,152,47%,76,19.13,9.56,389,130.42,,
2023-05-05 11:40 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2023-04-28 02:00 (-04),60,100,41%,73,15.96,2.66,112,119.51,,
2023-05-09 09:52 (-04),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2023-03-09 05:00 (-04),105,175,45%,89,20.19,3.37,121,125.42,,
2023-05-09 10:03 (-04),On Demand,Jess King,45,Cycling,Music,45 min House Ride,2023-05-06 09:55 (-04),474,175,50%,78,20.17,15.12,584,130.49,,
2023-05-09 10:51 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-03-30 02:00 (-04),94,156,50%,73,19.35,3.22,128,129.96,,
2023-05-21 09:56 (-04),On Demand,Jess King,30,Cycling,Music,30 min EDM Ride,2023-05-18 09:54 (-04),265,147,45%,80,18.54,9.27,359,124.16,,
2023-05-21 10:27 (-04),On Demand,Jess King,5,Cycling,Cool Down,5 min Cool Down Ride,2019-11-03 09:00 (-04),42,139,42%,84,18.42,1.53,62,128.31,,
2023-05-21 10:34 (-04),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-04-28 02:00 (-04),,,,,,,37,99.25,,
2023-05-23 10:08 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min Warm Up Ride,2023-05-23 02:00 (-04),103,171,44%,88,20.01,3.34,120,124.95,,
2023-05-23 10:20 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2023-05-21 08:55 (-04),295,164,48%,77,19.55,9.77,400,132.57,,
2023-05-25 10:09 (-04),On Demand,Camila Ramon,10,Cycling,Warm Up,10 min Warm Up Ride,2023-05-16 11:00 (-04),86,143,40%,91,18.43,3.07,112,119.13,,
2023-05-25 10:20 (-04),On Demand,Robin Arzon,30,Cycling,Music,30 min Latin Ride,2023-05-24 11:55 (-04),291,162,48%,80,19.61,9.80,398,132.51,,
2023-05-25 10:53 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min Pop Ride with Lewis Capaldi,2023-05-22 13:30 (-04),283,157,49%,75,19.31,9.65,395,131.90,,
2023-05-25 11:24 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2023-04-28 02:00 (-04),80,133,45%,77,18.21,3.03,124,126.78,,
2023-05-30 09:59 (-04),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2023-05-20 07:54 (-04),409,152,45%,82,19.13,14.35,555,126.53,,
2023-05-30 10:45 (-04),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2023-02-06 12:00 (-04),20,66,30%,84,13.63,1.13,46,108.03,,
2023-05-31 09:49 (-04),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2023-05-30 11:00 (-04),39,128,36%,95,16.95,1.43,46,122.30,,
2023-05-31 09:55 (-04),On Demand,Bradley Rose,15,Cycling,Music,15 min Country Ride,2023-05-18 14:55 (-04),160,178,47%,85,20.39,5.10,201,133.56,,
2023-05-31 10:13 (-04),On Demand,Olivia Amato,30,Cycling,Music,30 min EDM Ride,2023-05-18 05:55 (-04),310,172,51%,75,20.02,10.01,418,136.71,,
2023-05-31 10:44 (-04),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-24 02:00 (-04),39,129,44%,76,17.90,1.49,61,127.01,,
2023-06-02 09:56 (-04),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2023-05-30 11:00 (-04),42,135,39%,91,18.07,1.52,50,114.78,,
2023-06-02 10:02 (-04),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2023-05-31 10:30 (-04),322,179,51%,76,20.33,10.16,395,131.98,,
2023-06-04 10:46 (-04),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2023-05-27 07:55 (-04),587,163,46%,82,19.66,19.66,774,130.10,,
2023-06-04 11:47 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2023-04-28 02:00 (-04),81,134,45%,76,18.18,3.03,123,126.10,,
2023-06-06 10:22 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-02-21 05:00 (-04),100,167,45%,88,19.73,3.29,117,122.62,,
2023-06-06 10:34 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min 2000s Rock Ride,2023-05-28 08:55 (-04),291,162,46%,83,19.55,9.78,399,132.86,,
2023-06-08 10:10 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-02-21 05:00 (-04),95,159,45%,84,19.27,3.21,109,117.45,,
2023-06-08 10:22 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min Pop Punk Ride,2023-06-05 11:55 (-04),278,155,45%,82,19.14,9.57,371,126.71,,
2023-06-08 10:54 (-04),On Demand,Jess King,30,Cycling,Music,30 min House Ride,2023-06-07 17:25 (-04),277,154,47%,77,19.14,9.57,384,129.58,,
2023-06-08 11:25 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-09-05 02:00 (-04),79,132,45%,76,18.04,3.01,123,126.45,,
2023-06-12 09:58 (-04),On Demand,Ally Love,30,Cycling,Music,30 min Country Pop Ride,2023-06-12 06:52 (-04),271,150,44%,82,18.93,9.47,351,122.43,,
2023-06-12 10:29 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-09-05 02:00 (-04),82,137,47%,73,18.25,3.04,113,120.23,,
2023-06-14 10:26 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-06-13 02:00 (-04),102,170,46%,85,19.75,3.29,116,122.29,,
2023-06-14 10:38 (-04),On Demand,Bradley Rose,30,Cycling,Music,30 min 80s Ride,2023-06-10 06:55 (-04),307,171,46%,84,20.01,10.00,397,132.40,,
2023-06-14 11:09 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-05-26 02:00 (-04),95,157,48%,75,19.40,3.24,130,130.51,,
2023-06-16 10:41 (EST),On Demand,Mariana Fernandez,30,Yoga,Flow,30 min Yoga Flow,2023-03-19 10:25 (EST),,,,,,,129,78.91,,
2023-06-19 09:44 (-04),On Demand,Cliff Dwenger,10,Cycling,Warm Up,10 min Lil' Kim Warm Up Ride,2023-06-15 12:00 (-04),69,116,37%,91,16.98,2.83,90,105.93,,
2023-06-19 09:57 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2023-06-18 08:55 (-04),316,176,50%,78,20.12,10.06,406,134.33,,
2023-06-19 10:28 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-05-26 02:00 (-04),92,153,49%,73,19.21,3.20,126,127.58,,
2023-06-21 10:12 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-06-13 02:00 (-04),100,167,45%,87,19.67,3.28,119,124.17,,
2023-06-21 10:24 (-04),On Demand,Olivia Amato,30,Cycling,Music,30 min Country Pop Ride,2023-06-17 11:54 (-04),298,166,48%,80,19.72,9.86,403,133.63,,
2023-06-21 10:55 (-04),On Demand,Robin Arzon,10,Cycling,Cool Down,10 min Madonna Cool Down Ride,2023-06-20 04:00 (-04),85,142,47%,75,18.55,3.09,125,127.53,,
2023-06-27 10:48 (-04),On Demand,Leanne Hainsby,5,Cycling,Warm Up,5 min Warm Up Ride,2023-06-27 02:00 (-04),44,148,40%,93,18.87,1.57,50,113.69,,
2023-06-27 10:54 (-04),On Demand,Hannah Frankson,45,Cycling,Music,45 min EDM Ride,2023-05-13 04:55 (-04),449,166,48%,79,19.75,14.81,612,134.69,,
2023-06-27 11:41 (-04),On Demand,Hannah Corbin,30,Cycling,Theme,30 min Country Happy Hour Ride,2023-06-23 14:55 (-04),279,155,47%,80,19.25,9.62,416,136.35,,
2023-06-27 12:12 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-05-26 02:00 (-04),83,138,46%,75,18.32,3.06,138,135.72,,
2023-06-29 10:20 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-06-13 02:00 (-04),99,164,44%,88,19.58,3.26,123,126.77,,
2023-06-29 10:32 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min 80s Ride,2023-06-26 13:25 (-04),297,165,48%,80,19.65,9.83,429,139.17,,
2023-06-29 11:04 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min EDM Ride,2023-06-26 11:54 (-04),264,147,47%,75,18.75,9.37,400,132.97,,
2023-06-29 11:36 (-04),On Demand,Hannah Frankson,15,Cycling,Low Impact,15 min Low Impact Ride,2023-06-28 13:55 (-04),124,138,45%,78,18.48,4.62,200,132.80,,
2023-06-29 11:53 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-05-26 02:00 (-04),81,136,47%,72,18.22,3.03,136,134.63,,
2023-07-01 10:54 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Linkin Park Warm Up Ride,2022-12-14 19:45 (-04),88,146,42%,89,18.87,3.14,110,118.43,,
2023-07-01 11:08 (-04),On Demand,Jess King,30,Cycling,Music,30 min New Wave Ride,2023-06-15 09:53 (-04),291,162,48%,77,19.53,9.76,385,129.73,,
2023-07-01 11:40 (-04),On Demand,Bradley Rose,45,Cycling,Music,45 min 80s Ride,2023-06-17 06:55 (-04),409,152,46%,80,19.09,14.32,612,134.60,,
2023-07-01 12:27 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2023-01-03 03:00 (-04),67,112,42%,76,16.95,2.83,122,125.71,,
2023-07-04 10:26 (-04),On Demand,Hannah Corbin,30,Cycling,Theme,30 min Country Happy Hour Ride,2023-06-30 14:54 (-04),292,162,47%,79,19.39,9.69,348,122.15,,
2023-07-04 10:57 (-04),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2020-10-08 09:00 (-04),37,123,44%,74,17.46,1.47,52,112.63,,
2023-07-06 10:08 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-06-13 02:00 (-04),105,176,45%,88,20.09,3.35,127,129.32,,
2023-07-06 10:20 (-04),On Demand,Matt Wilpers,30,Cycling,Music,30 min Country Ride,2023-07-05 17:24 (-04),301,167,46%,83,19.85,9.92,403,133.51,,
2023-07-06 10:53 (-04),On Demand,Ally Love,30,Cycling,Music,30 min Country Pop Ride,2023-07-02 11:50 (-04),291,161,47%,81,19.56,9.78,408,134.72,,
2023-07-06 11:24 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-05-26 02:00 (-04),79,133,47%,71,18.11,3.02,124,127.09,,
2023-07-07 10:05 (EST),,,60,Cycling,,60 min Entertainment Ride,,331,92,36%,82,15.64,15.65,424,,,
2023-07-09 11:17 (-04),,,30,Cycling,,30 min Lanebreak Ride,,190,105,36%,87,16.11,8.07,272,106.72,,
2023-07-09 11:49 (-04),,,30,Cycling,,30 min Lanebreak Ride,,251,139,42%,86,18.15,9.10,348,122.04,,
2023-07-11 10:10 (-04),,,10,Cycling,,10 min Lanebreak Ride,,71,117,39%,84,16.82,2.82,93,107.61,,
2023-07-11 10:21 (-04),,,30,Cycling,,30 min Lanebreak Ride,,282,156,46%,80,19.14,9.59,389,130.45,,
2023-07-21 11:04 (-04),On Demand,Olivia Amato,10,Cycling,Warm Up,10 min Warm Up Ride,2023-07-18 11:00 (-04),111,186,52%,75,20.49,3.42,114,120.96,,
2023-07-21 11:16 (-04),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2023-07-18 01:55 (-04),325,180,51%,77,20.45,10.23,401,133.28,,
2023-07-21 11:48 (-04),On Demand,Bradley Rose,20,Cycling,Low Impact,20 min Low Impact Ride,2023-07-20 07:25 (-04),190,158,49%,75,19.44,6.48,261,131.06,,
2023-07-21 12:09 (-04),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2023-07-21 02:00 (-04),64,106,41%,75,16.55,2.76,108,116.96,,
2023-07-22 10:21 (-04),,,30,Cycling,,30 min Lanebreak Ride,,224,124,41%,82,17.27,8.65,311,114.46,,
2023-07-24 11:23 (-04),On Demand,Olivia Amato,10,Cycling,Warm Up,10 min Warm Up Ride,2023-07-18 11:00 (-04),99,166,49%,76,19.60,3.27,111,118.93,,
2023-07-24 11:35 (-04),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance 90s Ride,2023-07-20 02:00 (-04),459,170,50%,76,20.02,15.01,638,138.31,,
2023-07-24 12:21 (-04),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2023-07-21 02:00 (-04),75,124,45%,72,17.63,2.94,128,129.70,,
2023-07-27 09:45 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-06-13 02:00 (-04),104,173,46%,83,19.89,3.31,119,124.46,,
2023-07-27 09:56 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min EDM Ride,2023-07-23 11:55 (-04),295,164,48%,76,19.55,9.78,388,130.43,,
2023-07-27 10:28 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min House Ride,2023-07-22 04:55 (-04),313,174,52%,74,20.03,10.02,430,139.26,,
2023-07-27 10:59 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Christina Aguilera Cool Down Ride,2023-07-13 19:40 (-04),82,137,46%,75,18.33,3.05,131,131.30,,
2023-08-06 11:11 (-04),On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,2023-08-05 07:26 (-04),707,157,46%,81,19.41,24.26,948,128.50,,
2023-08-06 12:27 (-04),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2023-07-21 02:00 (-04),86,144,48%,72,18.58,3.10,129,129.81,,
2023-08-07 09:57 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Linkin Park Warm Up Ride,2022-12-14 19:45 (-04),93,155,43%,89,19.34,3.22,116,122.08,,
2023-08-07 10:08 (-04),On Demand,Leanne Hainsby,30,Cycling,Music,30 min Tropical House Ride,2023-07-25 13:25 (-04),302,168,48%,80,19.87,9.93,400,133.04,,
2023-08-07 10:42 (-04),On Demand,Jess King,30,Cycling,Music,30 min EDM Trap Ride,2023-07-13 09:55 (-04),274,152,47%,76,19.11,9.56,389,130.68,,
2023-08-07 11:12 (-04),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2023-07-21 02:00 (-04),78,131,45%,75,18.04,3.00,124,127.05,,
2023-08-09 09:53 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-06-13 02:00 (-04),101,168,45%,86,19.71,3.29,118,123.35,,
2023-08-09 10:05 (-04),On Demand,Ben Alldis,20,Cycling,Music,20 min EDM Ride,2023-08-07 13:30 (-04),223,186,52%,77,20.61,6.87,282,137.73,,
2023-08-09 10:27 (-04),On Demand,Bradley Rose,20,Cycling,Intervals,20 min HIIT Ride,2023-08-04 13:50 (-04),205,171,48%,83,19.95,6.65,287,139.49,,
2023-08-09 10:49 (-04),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2023-07-21 02:00 (-04),65,109,42%,74,16.68,2.78,111,118.85,,
2023-08-11 10:19 (-04),On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,2023-08-05 07:26 (-04),689,153,45%,82,19.24,24.05,933,127.13,,
2023-08-11 11:37 (-04),,,5,Cycling,,5 min Lanebreak Ride,,35,117,39%,85,17.14,1.44,52,122.01,,
2023-08-11 11:43 (-04),,,5,Cycling,,5 min Lanebreak Ride,,29,96,37%,79,15.28,1.29,58,121.26,,
2023-08-12 11:24 (EST),,,46,Cycling,,46 min 50 sec Just Ride: Outdoor,,0,0,0%,0,22.23,15.09,346,,,
2023-08-13 10:30 (-04),,,10,Cycling,,10 min Lanebreak Ride,,66,110,39%,82,16.57,2.78,80,99.95,,
2023-08-13 10:41 (-04),,,30,Cycling,,30 min Lanebreak Ride,,276,153,45%,81,19.06,9.55,366,125.69,,
2023-08-13 11:13 (-04),,,30,Cycling,,30 min Lanebreak Ride,,243,135,42%,85,18.01,9.02,382,129.00,,
2023-08-13 11:45 (-04),,,5,Cycling,,5 min Lanebreak Ride,,49,160,49%,76,19.52,1.64,68,134.67,,
2023-08-13 11:51 (-04),,,5,Cycling,,5 min Lanebreak Ride,,38,126,40%,86,17.62,1.48,65,130.30,,
2023-08-15 10:05 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-06-13 02:00 (-04),100,166,45%,86,19.61,3.27,116,122.24,,
2023-08-15 10:16 (-04),On Demand,Leanne Hainsby,20,Cycling,Music,20 min 80s Rock Ride,2023-08-07 02:00 (-04),208,173,47%,84,20.14,6.71,271,134.37,,
2023-08-15 10:39 (-04),On Demand,Hannah Corbin,20,Cycling,Music,20 min Country Pop Ride,2023-08-11 14:54 (-04),206,172,50%,77,20.02,6.68,278,136.77,,
2023-08-15 11:01 (-04),On Demand,Bradley Rose,20,Cycling,Music,20 min Rock Ride,2023-08-11 12:00 (-04),183,153,48%,77,19.17,6.39,273,134.95,,
2023-08-15 11:22 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2023-04-28 02:00 (-04),82,137,46%,75,18.27,3.04,133,132.71,,
2023-08-16 10:08 (-04),On Demand,Denis Morton,10,Cycling,Warm Up,10 min Warm Up Ride,2023-08-15 11:00 (-04),81,136,39%,91,18.20,3.04,103,113.47,,
2023-08-16 10:19 (-04),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2023-08-14 13:30 (-04),269,149,43%,86,19.03,9.51,360,124.47,,
2023-08-16 10:52 (-04),On Demand,Jess King,30,Cycling,Music,30 min House Ride,2023-08-03 09:00 (-04),279,155,47%,79,19.24,9.62,394,131.71,,
2023-08-16 11:23 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-05-26 02:00 (-04),81,136,46%,74,18.21,3.03,130,131.14,,
2023-08-18 09:37 (-04),,,30,Cycling,,30 min Lanebreak Ride,,282,157,46%,80,19.15,9.59,347,121.88,,
2023-08-19 10:06 (-04),On Demand,Denis Morton,10,Cycling,Warm Up,10 min Warm Up Ride,2023-08-15 11:00 (-04),63,104,37%,85,16.21,2.70,76,96.58,,
2023-08-19 10:17 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min Dance Music Ride,2023-07-30 08:55 (-04),303,168,47%,82,19.75,9.87,368,126.01,,
2023-08-19 10:49 (-04),On Demand,Matt Wilpers,30,Cycling,Live DJ,30 min Live DJ Ride,2023-07-21 17:24 (-04),286,159,50%,74,19.42,9.71,363,125.11,,
2023-08-19 11:21 (-04),On Demand,Ally Love,10,Cycling,Cool Down,10 min Cool Down Ride,2023-08-18 11:00 (-04),77,129,44%,76,17.84,2.97,112,119.06,,
2023-08-24 09:46 (-04),On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,2023-08-05 07:26 (-04),744,165,48%,80,19.79,24.74,958,129.27,,
2023-08-26 09:58 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-06-13 02:00 (-04),93,156,43%,87,19.12,3.19,109,117.33,,
2023-08-26 10:10 (-04),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2023-08-24 07:23 (-04),276,153,43%,87,19.25,9.62,366,125.67,,
2023-08-26 10:41 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min Country Pop Ride,2023-07-31 11:55 (-04),277,154,45%,84,19.13,9.57,379,128.49,,
2023-08-26 11:13 (-04),On Demand,Jess King,20,Cycling,Music,20 min EDM Trap Ride,2023-05-11 09:54 (-04),187,156,47%,79,19.29,6.43,265,132.41,,
2023-08-26 11:34 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2023-03-30 02:00 (-04),79,131,43%,80,18.05,3.01,122,125.67,,
2023-08-27 10:59 (-04),,,30,Cycling,,30 min Lanebreak Ride,,250,139,42%,85,18.12,9.07,324,117.66,,
2023-08-27 11:30 (-04),,,5,Cycling,,5 min Lanebreak Ride,,47,154,44%,86,19.24,1.62,59,122.50,,
2023-08-30 10:32 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-06-13 02:00 (-04),96,160,44%,87,19.34,3.22,108,116.59,,
2023-08-30 10:44 (-04),On Demand,Emma Lovewell,30,Cycling,Music,30 min EDM Ride,2023-08-26 13:54 (-04),294,164,48%,79,19.63,9.81,388,130.48,,
2023-08-30 11:14 (-04),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2023-08-25 11:00 (-04),270,150,45%,83,19.02,9.51,395,131.91,,
